,w1,w2,ZC,ZT,Z
0,0.0,1.0,45998885125810.82,193,400.34862962073
1,0.25,0.75,45664521646780.54,192,411.66851879965566
2,0.5,0.5,45307862643464.23,195,1816.5230059325634
3,0.75,0.25,44846435455578.086,201,1317.1226618205496
4,1.0,0.0,44896519741109.5,200,1136.369617117673
